SiteId,SiteName,Rainfall24hr,DataSourceAgency,MonitorDate
61,恆春,0,行政院環保署,2016-11-16
61,恆春,0,行政院環保署,2016-11-15
61,恆春,0,行政院環保署,2016-11-14
61,恆春,0,行政院環保署,2016-11-13
61,恆春,0,行政院環保署,2016-11-12
61,恆春,0,行政院環保署,2016-11-11
61,恆春,0,行政院環保署,2016-11-10
61,恆春,0,行政院環保署,2016-11-9
61,恆春,0.2,行政院環保署,2016-11-8
61,恆春,0.2,行政院環保署,2016-11-7
61,恆春,2.8,行政院環保署,2016-11-6
61,恆春,0,行政院環保署,2016-11-5
61,恆春,0,行政院環保署,2016-11-4
61,恆春,0.2,行政院環保署,2016-11-3
61,恆春,0,行政院環保署,2016-11-2
61,恆春,0,行政院環保署,2016-11-1
60,潮州,0,行政院環保署,2016-11-30
60,潮州,0,行政院環保署,2016-11-29
60,潮州,0.4,行政院環保署,2016-11-28
60,潮州,81.8,行政院環保署,2016-11-27
60,潮州,1.4,行政院環保署,2016-11-26
60,潮州,0,行政院環保署,2016-11-25
60,潮州,0,行政院環保署,2016-11-24
60,潮州,0.8,行政院環保署,2016-11-23
60,潮州,0.2,行政院環保署,2016-11-22
60,潮州,0,行政院環保署,2016-11-21
60,潮州,2.8,行政院環保署,2016-11-20
60,潮州,0,行政院環保署,2016-11-19
60,潮州,0,行政院環保署,2016-11-18
60,潮州,0,行政院環保署,2016-11-17
60,潮州,0,行政院環保署,2016-11-16
60,潮州,0,行政院環保署,2016-11-15
60,潮州,0,行政院環保署,2016-11-14
60,潮州,0,行政院環保署,2016-11-13
60,潮州,0,行政院環保署,2016-11-12
60,潮州,0,行政院環保署,2016-11-11
60,潮州,0,行政院環保署,2016-11-10
60,潮州,0,行政院環保署,2016-11-9
60,潮州,0,行政院環保署,2016-11-8
60,潮州,0,行政院環保署,2016-11-7
60,潮州,0,行政院環保署,2016-11-6
60,潮州,0,行政院環保署,2016-11-5
60,潮州,0,行政院環保署,2016-11-4
60,潮州,0,行政院環保署,2016-11-3
60,潮州,0,行政院環保署,2016-11-2
60,潮州,0,行政院環保署,2016-11-1
59,屏東,0,行政院環保署,2016-11-30
59,屏東,0,行政院環保署,2016-11-29
59,屏東,0.2,行政院環保署,2016-11-28
59,屏東,35.8,行政院環保署,2016-11-27
59,屏東,1.2,行政院環保署,2016-11-26
59,屏東,0,行政院環保署,2016-11-25
59,屏東,0,行政院環保署,2016-11-24
59,屏東,0.2,行政院環保署,2016-11-23
59,屏東,0.6,行政院環保署,2016-11-22
59,屏東,0,行政院環保署,2016-11-21
59,屏東,0.6,行政院環保署,2016-11-20
59,屏東,0,行政院環保署,2016-11-19
59,屏東,0.2,行政院環保署,2016-11-18
59,屏東,0,行政院環保署,2016-11-17
59,屏東,0,行政院環保署,2016-11-16
59,屏東,0,行政院環保署,2016-11-15
59,屏東,0,行政院環保署,2016-11-14
59,屏東,0,行政院環保署,2016-11-13
59,屏東,0,行政院環保署,2016-11-12
59,屏東,0,行政院環保署,2016-11-11
59,屏東,0,行政院環保署,2016-11-10
59,屏東,0,行政院環保署,2016-11-9
59,屏東,0,行政院環保署,2016-11-8
59,屏東,0,行政院環保署,2016-11-7
59,屏東,0,行政院環保署,2016-11-6
59,屏東,0,行政院環保署,2016-11-5
59,屏東,0,行政院環保署,2016-11-4
59,屏東,0,行政院環保署,2016-11-3
59,屏東,0,行政院環保署,2016-11-2
59,屏東,0,行政院環保署,2016-11-1
58,小港,0.2,行政院環保署,2016-11-30
58,小港,0.4,行政院環保署,2016-11-29
58,小港,0,行政院環保署,2016-11-28
58,小港,54.8,行政院環保署,2016-11-27
58,小港,0.8,行政院環保署,2016-11-26
58,小港,0,行政院環保署,2016-11-25
58,小港,0,行政院環保署,2016-11-24
58,小港,0,行政院環保署,2016-11-23
58,小港,2,行政院環保署,2016-11-22
58,小港,0,行政院環保署,2016-11-21
58,小港,0,行政院環保署,2016-11-20
58,小港,0,行政院環保署,2016-11-19
58,小港,0,行政院環保署,2016-11-18
58,小港,0,行政院環保署,2016-11-17
58,小港,0,行政院環保署,2016-11-16
58,小港,0,行政院環保署,2016-11-15
58,小港,0,行政院環保署,2016-11-14
58,小港,0,行政院環保署,2016-11-13
58,小港,0,行政院環保署,2016-11-12
58,小港,0,行政院環保署,2016-11-11
58,小港,0,行政院環保署,2016-11-10
58,小港,0,行政院環保署,2016-11-9
58,小港,0,行政院環保署,2016-11-8
58,小港,0,行政院環保署,2016-11-7
58,小港,0,行政院環保署,2016-11-6
58,小港,0,行政院環保署,2016-11-5
58,小港,0,行政院環保署,2016-11-4
58,小港,0,行政院環保署,2016-11-3
58,小港,0,行政院環保署,2016-11-2
58,小港,0,行政院環保署,2016-11-1
57,前鎮,0.6,行政院環保署,2016-11-30
57,前鎮,0,行政院環保署,2016-11-29
57,前鎮,0.2,行政院環保署,2016-11-28
57,前鎮,54.6,行政院環保署,2016-11-27
57,前鎮,0.6,行政院環保署,2016-11-26
57,前鎮,0,行政院環保署,2016-11-25
57,前鎮,0,行政院環保署,2016-11-24
57,前鎮,0.2,行政院環保署,2016-11-23
57,前鎮,1.2,行政院環保署,2016-11-22
57,前鎮,0,行政院環保署,2016-11-21
57,前鎮,0.2,行政院環保署,2016-11-20
57,前鎮,0,行政院環保署,2016-11-19
57,前鎮,0.4,行政院環保署,2016-11-18
57,前鎮,0,行政院環保署,2016-11-17
57,前鎮,0,行政院環保署,2016-11-16
57,前鎮,0,行政院環保署,2016-11-15
57,前鎮,0,行政院環保署,2016-11-14
57,前鎮,0,行政院環保署,2016-11-13
57,前鎮,0,行政院環保署,2016-11-12
57,前鎮,0,行政院環保署,2016-11-11
57,前鎮,0,行政院環保署,2016-11-10
57,前鎮,0,行政院環保署,2016-11-9
57,前鎮,0,行政院環保署,2016-11-8
57,前鎮,0,行政院環保署,2016-11-7
57,前鎮,0,行政院環保署,2016-11-6
57,前鎮,0,行政院環保署,2016-11-5
57,前鎮,0,行政院環保署,2016-11-4
57,前鎮,0,行政院環保署,2016-11-3
57,前鎮,0,行政院環保署,2016-11-2
57,前鎮,0,行政院環保署,2016-11-1
56,前金,0,行政院環保署,2016-11-30
56,前金,0,行政院環保署,2016-11-29
56,前金,0,行政院環保署,2016-11-28
56,前金,49.4,行政院環保署,2016-11-27
56,前金,0.8,行政院環保署,2016-11-26
56,前金,0,行政院環保署,2016-11-25
56,前金,0,行政院環保署,2016-11-24
56,前金,0,行政院環保署,2016-11-23
56,前金,1,行政院環保署,2016-11-22
56,前金,0,行政院環保署,2016-11-21
56,前金,0.2,行政院環保署,2016-11-20
56,前金,0,行政院環保署,2016-11-19
56,前金,0.2,行政院環保署,2016-11-18
56,前金,0,行政院環保署,2016-11-17
56,前金,0,行政院環保署,2016-11-16
56,前金,0,行政院環保署,2016-11-15
56,前金,0,行政院環保署,2016-11-14
56,前金,0,行政院環保署,2016-11-13
56,前金,0,行政院環保署,2016-11-12
56,前金,0,行政院環保署,2016-11-11
56,前金,0,行政院環保署,2016-11-10
56,前金,0,行政院環保署,2016-11-9
56,前金,0,行政院環保署,2016-11-8
56,前金,0,行政院環保署,2016-11-7
56,前金,0,行政院環保署,2016-11-6
56,前金,0,行政院環保署,2016-11-5
56,前金,0,行政院環保署,2016-11-4
56,前金,0,行政院環保署,2016-11-3
56,前金,0,行政院環保署,2016-11-2
56,前金,0,行政院環保署,2016-11-1
54,左營,0,行政院環保署,2016-11-30
54,左營,0,行政院環保署,2016-11-29
54,左營,0,行政院環保署,2016-11-28
54,左營,44,行政院環保署,2016-11-27
54,左營,0.2,行政院環保署,2016-11-26
54,左營,0,行政院環保署,2016-11-25
54,左營,0,行政院環保署,2016-11-24
54,左營,0.2,行政院環保署,2016-11-23
54,左營,0.8,行政院環保署,2016-11-22
54,左營,0,行政院環保署,2016-11-21
54,左營,0.8,行政院環保署,2016-11-20
54,左營,0,行政院環保署,2016-11-19
54,左營,0.2,行政院環保署,2016-11-18
54,左營,0,行政院環保署,2016-11-17
54,左營,0,行政院環保署,2016-11-16
54,左營,0,行政院環保署,2016-11-15
54,左營,0,行政院環保署,2016-11-14
54,左營,0,行政院環保署,2016-11-13
54,左營,0,行政院環保署,2016-11-12
54,左營,0,行政院環保署,2016-11-11
54,左營,0,行政院環保署,2016-11-10
54,左營,0,行政院環保署,2016-11-9
54,左營,0,行政院環保署,2016-11-8
54,左營,0,行政院環保署,2016-11-7
54,左營,0,行政院環保署,2016-11-6
54,左營,0,行政院環保署,2016-11-5
54,左營,0,行政院環保署,2016-11-4
54,左營,0,行政院環保署,2016-11-3
54,左營,0,行政院環保署,2016-11-2
54,左營,0,行政院環保署,2016-11-1
53,楠梓,0,行政院環保署,2016-11-30
53,楠梓,0,行政院環保署,2016-11-29
53,楠梓,0.2,行政院環保署,2016-11-28
53,楠梓,43.8,行政院環保署,2016-11-27
53,楠梓,0.6,行政院環保署,2016-11-26
53,楠梓,0,行政院環保署,2016-11-25
53,楠梓,0,行政院環保署,2016-11-24
53,楠梓,0.2,行政院環保署,2016-11-23
53,楠梓,1.4,行政院環保署,2016-11-22
53,楠梓,0,行政院環保署,2016-11-21
53,楠梓,1.4,行政院環保署,2016-11-20
53,楠梓,0,行政院環保署,2016-11-19
53,楠梓,0,行政院環保署,2016-11-18
53,楠梓,0,行政院環保署,2016-11-17
53,楠梓,0,行政院環保署,2016-11-16
53,楠梓,0.2,行政院環保署,2016-11-15
53,楠梓,0,行政院環保署,2016-11-14
53,楠梓,0,行政院環保署,2016-11-13
53,楠梓,0,行政院環保署,2016-11-12
53,楠梓,0,行政院環保署,2016-11-11
53,楠梓,0,行政院環保署,2016-11-10
53,楠梓,0,行政院環保署,2016-11-9
53,楠梓,0,行政院環保署,2016-11-8
53,楠梓,0,行政院環保署,2016-11-7
53,楠梓,0,行政院環保署,2016-11-6
53,楠梓,0,行政院環保署,2016-11-5
53,楠梓,0,行政院環保署,2016-11-4
53,楠梓,0,行政院環保署,2016-11-3
53,楠梓,0,行政院環保署,2016-11-2
53,楠梓,0,行政院環保署,2016-11-1
52,林園,0,行政院環保署,2016-11-30
52,林園,0,行政院環保署,2016-11-29
52,林園,0,行政院環保署,2016-11-28
52,林園,51.8,行政院環保署,2016-11-27
52,林園,2,行政院環保署,2016-11-26
52,林園,0,行政院環保署,2016-11-25
52,林園,0,行政院環保署,2016-11-24
52,林園,1.8,行政院環保署,2016-11-23
52,林園,0.4,行政院環保署,2016-11-22
52,林園,0,行政院環保署,2016-11-21
52,林園,0.2,行政院環保署,2016-11-20
52,林園,0,行政院環保署,2016-11-19
52,林園,0,行政院環保署,2016-11-18
52,林園,0,行政院環保署,2016-11-17
52,林園,0,行政院環保署,2016-11-16
52,林園,0,行政院環保署,2016-11-15
52,林園,0,行政院環保署,2016-11-14
52,林園,0,行政院環保署,2016-11-13
52,林園,0,行政院環保署,2016-11-12
52,林園,0,行政院環保署,2016-11-11
52,林園,0,行政院環保署,2016-11-10
52,林園,0,行政院環保署,2016-11-9
52,林園,0,行政院環保署,2016-11-8
52,林園,0,行政院環保署,2016-11-7
52,林園,0,行政院環保署,2016-11-6
52,林園,0,行政院環保署,2016-11-5
52,林園,0,行政院環保署,2016-11-4
52,林園,0,行政院環保署,2016-11-3
52,林園,0,行政院環保署,2016-11-2
52,林園,0,行政院環保署,2016-11-1
51,大寮,0,行政院環保署,2016-11-30
51,大寮,0,行政院環保署,2016-11-29
51,大寮,0.2,行政院環保署,2016-11-28
51,大寮,54.2,行政院環保署,2016-11-27
51,大寮,0.8,行政院環保署,2016-11-26
51,大寮,0,行政院環保署,2016-11-25
51,大寮,0,行政院環保署,2016-11-24
51,大寮,0.4,行政院環保署,2016-11-23
51,大寮,0.8,行政院環保署,2016-11-22
51,大寮,0,行政院環保署,2016-11-21
51,大寮,0.2,行政院環保署,2016-11-20
51,大寮,0,行政院環保署,2016-11-19
51,大寮,0,行政院環保署,2016-11-18
51,大寮,0,行政院環保署,2016-11-17
51,大寮,0,行政院環保署,2016-11-16
51,大寮,0,行政院環保署,2016-11-15
51,大寮,0,行政院環保署,2016-11-14
51,大寮,0,行政院環保署,2016-11-13
51,大寮,0,行政院環保署,2016-11-12
51,大寮,0,行政院環保署,2016-11-11
51,大寮,0,行政院環保署,2016-11-10
51,大寮,0,行政院環保署,2016-11-9
51,大寮,0,行政院環保署,2016-11-8
51,大寮,0,行政院環保署,2016-11-7
51,大寮,0,行政院環保署,2016-11-6
51,大寮,0,行政院環保署,2016-11-5
51,大寮,0,行政院環保署,2016-11-4
51,大寮,0,行政院環保署,2016-11-3
51,大寮,0,行政院環保署,2016-11-2
51,大寮,0,行政院環保署,2016-11-1
50,鳳山,0,行政院環保署,2016-11-30
50,鳳山,0,行政院環保署,2016-11-29
50,鳳山,0,行政院環保署,2016-11-28
50,鳳山,54.2,行政院環保署,2016-11-27
50,鳳山,0.2,行政院環保署,2016-11-26
50,鳳山,0,行政院環保署,2016-11-25
50,鳳山,0,行政院環保署,2016-11-24
50,鳳山,0.2,行政院環保署,2016-11-23
50,鳳山,1,行政院環保署,2016-11-22
50,鳳山,0,行政院環保署,2016-11-21
50,鳳山,0,行政院環保署,2016-11-20
50,鳳山,0,行政院環保署,2016-11-19
50,鳳山,0,行政院環保署,2016-11-18
50,鳳山,0,行政院環保署,2016-11-17
50,鳳山,0,行政院環保署,2016-11-16
50,鳳山,0,行政院環保署,2016-11-15
50,鳳山,0,行政院環保署,2016-11-14
50,鳳山,0,行政院環保署,2016-11-13
50,鳳山,0,行政院環保署,2016-11-12
50,鳳山,0,行政院環保署,2016-11-11
50,鳳山,0,行政院環保署,2016-11-10
50,鳳山,0,行政院環保署,2016-11-9
50,鳳山,0,行政院環保署,2016-11-8
50,鳳山,0,行政院環保署,2016-11-7
50,鳳山,0,行政院環保署,2016-11-6
50,鳳山,0,行政院環保署,2016-11-5
50,鳳山,0,行政院環保署,2016-11-4
50,鳳山,0,行政院環保署,2016-11-3
50,鳳山,0,行政院環保署,2016-11-2
50,鳳山,0,行政院環保署,2016-11-1
49,仁武,0,行政院環保署,2016-11-30
49,仁武,0,行政院環保署,2016-11-29
49,仁武,0.2,行政院環保署,2016-11-28
49,仁武,47.6,行政院環保署,2016-11-27
49,仁武,0.4,行政院環保署,2016-11-26
49,仁武,0,行政院環保署,2016-11-25
49,仁武,0,行政院環保署,2016-11-24
49,仁武,0,行政院環保署,2016-11-23
49,仁武,1,行政院環保署,2016-11-22
49,仁武,0,行政院環保署,2016-11-21
49,仁武,1,行政院環保署,2016-11-20
49,仁武,0,行政院環保署,2016-11-19
49,仁武,0.2,行政院環保署,2016-11-18
49,仁武,0,行政院環保署,2016-11-17
49,仁武,0,行政院環保署,2016-11-16
49,仁武,0,行政院環保署,2016-11-15
49,仁武,0,行政院環保署,2016-11-14
49,仁武,0,行政院環保署,2016-11-13
49,仁武,0,行政院環保署,2016-11-12
49,仁武,0,行政院環保署,2016-11-11
49,仁武,0,行政院環保署,2016-11-10
49,仁武,0,行政院環保署,2016-11-9
49,仁武,0,行政院環保署,2016-11-8
49,仁武,0,行政院環保署,2016-11-7
49,仁武,0,行政院環保署,2016-11-6
49,仁武,0,行政院環保署,2016-11-5
49,仁武,0,行政院環保署,2016-11-4
49,仁武,0,行政院環保署,2016-11-3
49,仁武,0,行政院環保署,2016-11-2
49,仁武,0,行政院環保署,2016-11-1
48,橋頭,0,行政院環保署,2016-11-30
48,橋頭,0,行政院環保署,2016-11-29
48,橋頭,0,行政院環保署,2016-11-28
48,橋頭,42.8,行政院環保署,2016-11-27
48,橋頭,0.8,行政院環保署,2016-11-26
48,橋頭,0,行政院環保署,2016-11-25
48,橋頭,0,行政院環保署,2016-11-24
48,橋頭,0.2,行政院環保署,2016-11-23
48,橋頭,1.2,行政院環保署,2016-11-22
48,橋頭,0,行政院環保署,2016-11-21
48,橋頭,0.8,行政院環保署,2016-11-20
48,橋頭,0,行政院環保署,2016-11-19
48,橋頭,0.2,行政院環保署,2016-11-18
48,橋頭,0,行政院環保署,2016-11-17
48,橋頭,0,行政院環保署,2016-11-16
48,橋頭,0,行政院環保署,2016-11-15
48,橋頭,0,行政院環保署,2016-11-14
48,橋頭,0,行政院環保署,2016-11-13
48,橋頭,0,行政院環保署,2016-11-12
48,橋頭,0,行政院環保署,2016-11-11
48,橋頭,0,行政院環保署,2016-11-10
48,橋頭,0,行政院環保署,2016-11-9
48,橋頭,0,行政院環保署,2016-11-8
48,橋頭,0,行政院環保署,2016-11-7
48,橋頭,0,行政院環保署,2016-11-6
48,橋頭,0,行政院環保署,2016-11-5
48,橋頭,0,行政院環保署,2016-11-4
48,橋頭,0,行政院環保署,2016-11-3
48,橋頭,0,行政院環保署,2016-11-2
48,橋頭,0,行政院環保署,2016-11-1
47,美濃,0,行政院環保署,2016-11-30
47,美濃,0.2,行政院環保署,2016-11-29
47,美濃,0.2,行政院環保署,2016-11-28
47,美濃,46,行政院環保署,2016-11-27
47,美濃,0.2,行政院環保署,2016-11-26
47,美濃,0,行政院環保署,2016-11-25
47,美濃,0,行政院環保署,2016-11-24
47,美濃,0.4,行政院環保署,2016-11-23
47,美濃,1,行政院環保署,2016-11-22
47,美濃,0,行政院環保署,2016-11-21
47,美濃,0.4,行政院環保署,2016-11-20
47,美濃,0,行政院環保署,2016-11-19
47,美濃,0,行政院環保署,2016-11-18
47,美濃,0,行政院環保署,2016-11-17
47,美濃,0,行政院環保署,2016-11-16
47,美濃,0,行政院環保署,2016-11-15
47,美濃,0,行政院環保署,2016-11-14
47,美濃,0,行政院環保署,2016-11-13
47,美濃,0,行政院環保署,2016-11-12
47,美濃,0,行政院環保署,2016-11-11
47,美濃,0,行政院環保署,2016-11-10
47,美濃,0,行政院環保署,2016-11-9
47,美濃,0,行政院環保署,2016-11-8
47,美濃,0,行政院環保署,2016-11-7
47,美濃,0,行政院環保署,2016-11-6
47,美濃,0,行政院環保署,2016-11-5
47,美濃,0,行政院環保署,2016-11-4
47,美濃,0,行政院環保署,2016-11-3
47,美濃,0,行政院環保署,2016-11-2
47,美濃,0,行政院環保署,2016-11-1
46,臺南,2.6,行政院環保署,2016-11-30
46,臺南,0,行政院環保署,2016-11-29
46,臺南,0,行政院環保署,2016-11-28
46,臺南,51.2,行政院環保署,2016-11-27
46,臺南,0,行政院環保署,2016-11-26
46,臺南,0,行政院環保署,2016-11-25
46,臺南,0,行政院環保署,2016-11-24
46,臺南,1.2,行政院環保署,2016-11-23
46,臺南,2,行政院環保署,2016-11-22
46,臺南,0,行政院環保署,2016-11-21
46,臺南,0,行政院環保署,2016-11-20
46,臺南,0,行政院環保署,2016-11-19
46,臺南,0,行政院環保署,2016-11-18
46,臺南,0,行政院環保署,2016-11-17
46,臺南,0,行政院環保署,2016-11-16
46,臺南,0,行政院環保署,2016-11-15
46,臺南,0,行政院環保署,2016-11-14
46,臺南,0,行政院環保署,2016-11-13
46,臺南,0,行政院環保署,2016-11-12
46,臺南,0,行政院環保署,2016-11-11
46,臺南,0,行政院環保署,2016-11-10
46,臺南,0,行政院環保署,2016-11-9
46,臺南,0,行政院環保署,2016-11-8
46,臺南,0,行政院環保署,2016-11-7
46,臺南,0,行政院環保署,2016-11-6
46,臺南,0,行政院環保署,2016-11-5
46,臺南,0,行政院環保署,2016-11-4
46,臺南,0,行政院環保署,2016-11-3
46,臺南,0,行政院環保署,2016-11-2
46,臺南,0,行政院環保署,2016-11-1
45,安南,2.8,行政院環保署,2016-11-30
45,安南,0.2,行政院環保署,2016-11-29
45,安南,0,行政院環保署,2016-11-28
45,安南,45.4,行政院環保署,2016-11-27
45,安南,0.2,行政院環保署,2016-11-26
45,安南,0,行政院環保署,2016-11-25
45,安南,0,行政院環保署,2016-11-24
45,安南,4.6,行政院環保署,2016-11-23
45,安南,2.2,行政院環保署,2016-11-22
45,安南,0,行政院環保署,2016-11-21
45,安南,0,行政院環保署,2016-11-20
45,安南,0,行政院環保署,2016-11-19
45,安南,0,行政院環保署,2016-11-18
45,安南,0,行政院環保署,2016-11-17
45,安南,0,行政院環保署,2016-11-16
45,安南,0,行政院環保署,2016-11-15
45,安南,0,行政院環保署,2016-11-14
45,安南,0,行政院環保署,2016-11-13
45,安南,0,行政院環保署,2016-11-12
45,安南,0,行政院環保署,2016-11-11
45,安南,0,行政院環保署,2016-11-10
45,安南,0,行政院環保署,2016-11-9
45,安南,0,行政院環保署,2016-11-8
45,安南,0,行政院環保署,2016-11-7
45,安南,0,行政院環保署,2016-11-6
45,安南,0,行政院環保署,2016-11-5
45,安南,0,行政院環保署,2016-11-4
45,安南,0,行政院環保署,2016-11-3
45,安南,0,行政院環保署,2016-11-2
45,安南,0,行政院環保署,2016-11-1
44,善化,4.4,行政院環保署,2016-11-30
44,善化,0,行政院環保署,2016-11-29
44,善化,0,行政院環保署,2016-11-28
44,善化,47,行政院環保署,2016-11-27
44,善化,0,行政院環保署,2016-11-26
44,善化,0,行政院環保署,2016-11-25
44,善化,0,行政院環保署,2016-11-24
44,善化,3.4,行政院環保署,2016-11-23
44,善化,2.6,行政院環保署,2016-11-22
44,善化,0,行政院環保署,2016-11-21
44,善化,0,行政院環保署,2016-11-20
44,善化,0,行政院環保署,2016-11-19
44,善化,0,行政院環保署,2016-11-18
44,善化,0,行政院環保署,2016-11-17
44,善化,0,行政院環保署,2016-11-16
44,善化,0,行政院環保署,2016-11-15
44,善化,0,行政院環保署,2016-11-14
44,善化,0,行政院環保署,2016-11-13
44,善化,0,行政院環保署,2016-11-12
44,善化,0,行政院環保署,2016-11-11
44,善化,0,行政院環保署,2016-11-10
44,善化,0,行政院環保署,2016-11-9
44,善化,0,行政院環保署,2016-11-8
44,善化,0,行政院環保署,2016-11-7
44,善化,0,行政院環保署,2016-11-6
44,善化,0,行政院環保署,2016-11-5
44,善化,0,行政院環保署,2016-11-4
44,善化,0,行政院環保署,2016-11-3
44,善化,0,行政院環保署,2016-11-2
44,善化,0,行政院環保署,2016-11-1
43,新營,1,行政院環保署,2016-11-30
43,新營,0,行政院環保署,2016-11-29
43,新營,0,行政院環保署,2016-11-28
43,新營,26.4,行政院環保署,2016-11-27
43,新營,0.2,行政院環保署,2016-11-26
43,新營,0,行政院環保署,2016-11-25
43,新營,0,行政院環保署,2016-11-24
43,新營,18.2,行政院環保署,2016-11-23
43,新營,1.8,行政院環保署,2016-11-22
43,新營,0,行政院環保署,2016-11-21
